store_id,baked_date,transaction_date,product_id,quantity_start_of_day,quantity_sold
3,2017-01-03,2017-01-04,75,18,2
8,2017-01-03,2017-01-04,75,18,1
3,2016-12-27,2017-01-04,76,18,3
5,2016-12-26,2017-01-04,76,18,2
8,2016-12-22,2017-01-04,76,18,2
3,2016-12-31,2017-01-04,77,48,2
5,2016-12-31,2017-01-04,77,48,3
8,2016-12-28,2017-01-04,77,48,2
3,2016-12-31,2017-01-04,78,18,2
5,2016-12-28,2017-01-04,78,18,2
3,2016-12-31,2017-01-04,79,18,2
5,2016-12-29,2017-01-04,79,18,2
8,2016-12-28,2017-01-04,79,18,2
3,2016-12-28,2017-01-05,69,18,1
5,2016-12-28,2017-01-05,69,18,1
8,2016-12-26,2017-01-05,69,18,1
3,2016-12-30,2017-01-05,70,18,4
5,2016-12-29,2017-01-05,70,18,2
8,2016-12-29,2017-01-05,70,18,5
3,2017-01-04,2017-01-05,71,18,4
5,2017-01-04,2017-01-05,71,18,3
8,2017-01-04,2017-01-05,71,18,2
3,2016-12-29,2017-01-05,72,48,4
5,2016-12-29,2017-01-05,72,48,4
8,2017-01-01,2017-01-05,72,48,1
5,2017-01-04,2017-01-05,73,18,2
8,2017-01-04,2017-01-05,73,18,1
3,2016-12-22,2017-01-05,74,18,1
5,2016-12-23,2017-01-05,74,18,2
8,2016-12-22,2017-01-05,74,18,1
3,2017-01-04,2017-01-05,75,18,4
5,2017-01-04,2017-01-05,75,18,3
8,2017-01-04,2017-01-05,75,18,2
3,2016-12-26,2017-01-05,76,18,2
5,2016-12-28,2017-01-05,76,18,1
8,2016-12-24,2017-01-05,76,18,1
3,2016-12-29,2017-01-05,77,48,5
5,2016-12-29,2017-01-05,77,48,2
8,2016-12-31,2017-01-05,77,48,2
5,2016-12-29,2017-01-05,78,18,2
8,2016-12-29,2017-01-05,78,18,3
3,2016-12-29,2017-01-05,79,18,4
5,2017-01-01,2017-01-05,79,18,4
8,2016-12-29,2017-01-05,79,18,2
3,2016-12-23,2017-01-06,69,18,4
5,2016-12-28,2017-01-06,69,18,5
8,2016-12-28,2017-01-06,69,18,2
3,2017-01-01,2017-01-06,70,18,4
5,2017-01-01,2017-01-06,70,18,2
8,2017-01-02,2017-01-06,70,18,1
3,2017-01-05,2017-01-06,71,18,2
5,2017-01-05,2017-01-06,71,18,5
8,2017-01-05,2017-01-06,71,18,2
3,2016-12-30,2017-01-06,72,48,4
5,2016-12-30,2017-01-06,72,48,3
8,2016-12-30,2017-01-06,72,48,2
3,2017-01-05,2017-01-06,73,18,1
5,2017-01-05,2017-01-06,73,18,1
8,2017-01-05,2017-01-06,73,18,3
3,2016-12-29,2017-01-06,74,18,5
5,2016-12-26,2017-01-06,74,18,2
8,2016-12-26,2017-01-06,74,18,4
3,2017-01-05,2017-01-06,75,18,2
5,2017-01-05,2017-01-06,75,18,1
8,2017-01-05,2017-01-06,75,18,1
3,2016-12-23,2017-01-06,76,18,2
5,2016-12-29,2017-01-06,76,18,1
8,2016-12-27,2017-01-06,76,18,2
3,2016-12-31,2017-01-06,77,48,2
5,2017-01-02,2017-01-06,77,48,1
8,2017-01-02,2017-01-06,77,48,4
3,2016-12-30,2017-01-06,78,18,4
5,2016-12-31,2017-01-06,78,18,1
8,2016-12-31,2017-01-06,78,18,3
3,2016-12-31,2017-01-06,79,18,3
5,2016-12-31,2017-01-06,79,18,2
8,2016-12-31,2017-01-06,79,18,1
3,2016-12-25,2017-01-07,69,18,4
5,2016-12-25,2017-01-07,69,18,2
8,2016-12-28,2017-01-07,69,18,3
5,2017-01-03,2017-01-07,70,18,3
8,2017-01-02,2017-01-07,70,18,2
3,2017-01-06,2017-01-07,71,18,6
5,2017-01-06,2017-01-07,71,18,8
8,2017-01-06,2017-01-07,71,18,7
3,2017-01-03,2017-01-07,72,48,1
5,2017-01-03,2017-01-07,72,48,2
8,2016-12-31,2017-01-07,72,48,1
3,2017-01-06,2017-01-07,73,18,1
5,2017-01-06,2017-01-07,73,18,1
8,2017-01-06,2017-01-07,73,18,2
3,2016-12-28,2017-01-07,74,18,1
5,2016-12-30,2017-01-07,74,18,1
8,2016-12-28,2017-01-07,74,18,5
5,2017-01-06,2017-01-07,75,18,2
8,2017-01-06,2017-01-07,75,18,3
3,2016-12-28,2017-01-07,76,18,3
5,2016-12-24,2017-01-07,76,18,4
8,2016-12-27,2017-01-07,76,18,1
3,2016-12-31,2017-01-07,77,48,2
5,2016-12-31,2017-01-07,77,48,4
8,2017-01-02,2017-01-07,77,48,1
3,2017-01-03,2017-01-07,78,18,4
5,2016-12-31,2017-01-07,78,18,2
8,2017-01-01,2017-01-07,78,18,2
3,2016-12-31,2017-01-07,79,18,3
5,2016-12-31,2017-01-07,79,18,2
8,2016-12-31,2017-01-07,79,18,3
3,2016-12-28,2017-01-08,69,18,4
5,2016-12-27,2017-01-08,69,18,2
8,2016-12-25,2017-01-08,69,18,1
3,2017-01-04,2017-01-08,70,18,3
5,2017-01-03,2017-01-08,70,18,1
8,2017-01-01,2017-01-08,70,18,2
3,2017-01-07,2017-01-08,71,18,8
5,2017-01-07,2017-01-08,71,18,7
8,2017-01-07,2017-01-08,71,18,7
3,2017-01-02,2017-01-08,72,48,2
5,2017-01-01,2017-01-08,72,48,2
3,2017-01-07,2017-01-08,73,18,2
5,2017-01-07,2017-01-08,73,18,1
8,2017-01-07,2017-01-08,73,18,2
3,2016-12-26,2017-01-08,74,18,2
5,2016-12-31,2017-01-08,74,18,4
8,2016-12-25,2017-01-08,74,18,5
3,2017-01-07,2017-01-08,75,18,4
5,2017-01-07,2017-01-08,75,18,2
8,2017-01-07,2017-01-08,75,18,2
3,2016-12-27,2017-01-08,76,18,7
5,2016-12-25,2017-01-08,76,18,2
8,2016-12-25,2017-01-08,76,18,2
3,2017-01-02,2017-01-08,77,48,2
5,2017-01-04,2017-01-08,77,48,5
3,2017-01-03,2017-01-08,78,18,6
5,2017-01-01,2017-01-08,78,18,2
8,2017-01-03,2017-01-08,78,18,3
3,2017-01-03,2017-01-08,79,18,4
5,2017-01-03,2017-01-08,79,18,5
8,2017-01-01,2017-01-08,79,18,1
3,2016-12-28,2017-01-09,69,18,1
5,2016-12-29,2017-01-09,69,18,2
8,2016-12-31,2017-01-09,69,18,1
3,2017-01-03,2017-01-09,70,18,1
5,2017-01-05,2017-01-09,70,18,2
8,2017-01-02,2017-01-09,70,18,4
3,2017-01-08,2017-01-09,71,18,7
5,2017-01-08,2017-01-09,71,18,3
8,2017-01-08,2017-01-09,71,18,5
3,2017-01-02,2017-01-09,72,48,1
5,2017-01-05,2017-01-09,72,48,2
8,2017-01-05,2017-01-09,72,48,1
8,2017-01-08,2017-01-09,73,18,1
3,2016-12-29,2017-01-09,74,18,2
5,2016-12-27,2017-01-09,74,18,1
8,2016-12-31,2017-01-09,74,18,3
3,2017-01-08,2017-01-09,75,18,6
5,2017-01-08,2017-01-09,75,18,2
8,2017-01-08,2017-01-09,75,18,2
3,2016-12-27,2017-01-09,76,18,2
5,2016-12-26,2017-01-09,76,18,3
8,2016-12-31,2017-01-09,76,18,3
3,2017-01-04,2017-01-09,77,48,2
5,2017-01-03,2017-01-09,77,48,2
8,2017-01-02,2017-01-09,77,48,2
8,2017-01-05,2017-01-09,78,18,3
3,2017-01-02,2017-01-09,79,18,2
5,2017-01-05,2017-01-09,79,18,5
8,2017-01-04,2017-01-09,79,18,2
3,2017-01-02,2017-01-10,69,18,2
5,2016-12-29,2017-01-10,69,18,1
8,2016-12-31,2017-01-10,69,18,3
3,2017-01-06,2017-01-10,70,18,5
5,2017-01-03,2017-01-10,70,18,2
8,2017-01-06,2017-01-10,70,18,2
3,2017-01-09,2017-01-10,71,18,8
5,2017-01-09,2017-01-10,71,18,5
8,2017-01-09,2017-01-10,71,18,3
3,2017-01-04,2017-01-10,72,48,2
5,2017-01-03,2017-01-10,72,48,3
8,2017-01-05,2017-01-10,72,48,2
3,2017-01-09,2017-01-10,73,18,5
5,2017-01-09,2017-01-10,73,18,3
8,2017-01-09,2017-01-10,73,18,1
3,2016-12-31,2017-01-10,74,18,3
5,2016-12-30,2017-01-10,74,18,2
8,2016-12-30,2017-01-10,74,18,3
3,2017-01-09,2017-01-10,75,18,1
5,2017-01-09,2017-01-10,75,18,6
8,2017-01-09,2017-01-10,75,18,2
3,2016-12-30,2017-01-10,76,18,7
5,2016-12-31,2017-01-10,76,18,3
8,2016-12-30,2017-01-10,76,18,2
3,2017-01-05,2017-01-10,77,48,4
5,2017-01-06,2017-01-10,77,48,4
8,2017-01-04,2017-01-10,77,48,4
3,2017-01-03,2017-01-10,78,18,2
5,2017-01-04,2017-01-10,78,18,3
8,2017-01-05,2017-01-10,78,18,1
3,2017-01-03,2017-01-10,79,18,2
5,2017-01-04,2017-01-10,79,18,5
8,2017-01-06,2017-01-10,79,18,3
3,2017-01-03,2017-01-11,69,18,2
5,2016-12-31,2017-01-11,69,18,3
8,2016-12-30,2017-01-11,69,18,6
3,2017-01-07,2017-01-11,70,18,1
5,2017-01-04,2017-01-11,70,18,4
8,2017-01-07,2017-01-11,70,18,5
3,2017-01-10,2017-01-11,71,18,8
5,2017-01-10,2017-01-11,71,18,7
8,2017-01-10,2017-01-11,71,18,4
3,2017-01-07,2017-01-11,72,48,1
5,2017-01-06,2017-01-11,72,48,3
8,2017-01-06,2017-01-11,72,48,3
3,2017-01-10,2017-01-11,73,18,2
5,2017-01-10,2017-01-11,73,18,1
8,2017-01-10,2017-01-11,73,18,2
3,2016-12-30,2017-01-11,74,18,1
5,2016-12-30,2017-01-11,74,18,2
8,2016-12-30,2017-01-11,74,18,5
3,2017-01-10,2017-01-11,75,18,1
5,2017-01-10,2017-01-11,75,18,5
8,2017-01-10,2017-01-11,75,18,2
3,2017-01-02,2017-01-11,76,18,1
5,2016-12-28,2017-01-11,76,18,2
8,2016-12-29,2017-01-11,76,18,2
3,2017-01-07,2017-01-11,77,48,2
5,2017-01-06,2017-01-11,77,48,1
8,2017-01-06,2017-01-11,77,48,4
3,2017-01-05,2017-01-11,78,18,3
5,2017-01-05,2017-01-11,78,18,2
8,2017-01-05,2017-01-11,78,18,3
3,2017-01-07,2017-01-11,79,18,1
5,2017-01-04,2017-01-11,79,18,1
8,2017-01-04,2017-01-11,79,18,2
3,2016-12-31,2017-01-12,69,18,4
5,2017-01-02,2017-01-12,69,18,4
3,2017-01-05,2017-01-12,70,18,3
5,2017-01-05,2017-01-12,70,18,1
8,2017-01-06,2017-01-12,70,18,2
3,2017-01-11,2017-01-12,71,18,8
5,2017-01-11,2017-01-12,71,18,4
8,2017-01-11,2017-01-12,71,18,6
3,2017-01-06,2017-01-12,72,48,1
5,2017-01-06,2017-01-12,72,48,7
8,2017-01-06,2017-01-12,72,48,1
3,2017-01-11,2017-01-12,73,18,2
5,2017-01-11,2017-01-12,73,18,7
8,2017-01-11,2017-01-12,73,18,1
3,2017-01-03,2017-01-12,74,18,2
5,2017-01-03,2017-01-12,74,18,1
3,2017-01-11,2017-01-12,75,18,2
5,2017-01-11,2017-01-12,75,18,9
8,2017-01-11,2017-01-12,75,18,3
3,2017-01-02,2017-01-12,76,18,2
5,2017-01-04,2017-01-12,76,18,5
8,2016-12-30,2017-01-12,76,18,2
3,2017-01-06,2017-01-12,77,48,3
5,2017-01-05,2017-01-12,77,48,1
8,2017-01-08,2017-01-12,77,48,2
3,2017-01-08,2017-01-12,78,18,2
5,2017-01-07,2017-01-12,78,18,2
8,2017-01-06,2017-01-12,78,18,3
3,2017-01-05,2017-01-12,79,18,4
5,2017-01-05,2017-01-12,79,18,2
8,2017-01-05,2017-01-12,79,18,1
3,2017-01-02,2017-01-13,69,18,4
5,2017-01-03,2017-01-13,69,18,3
8,2017-01-02,2017-01-13,69,18,1
3,2017-01-08,2017-01-13,70,18,2
5,2017-01-08,2017-01-13,70,18,4
8,2017-01-07,2017-01-13,70,18,1
3,2017-01-12,2017-01-13,71,18,8
5,2017-01-12,2017-01-13,71,18,4
8,2017-01-12,2017-01-13,71,18,7
5,2017-01-08,2017-01-13,72,48,2
8,2017-01-06,2017-01-13,72,48,1
3,2017-01-12,2017-01-13,73,18,4
5,2017-01-12,2017-01-13,73,18,3
8,2017-01-12,2017-01-13,73,18,4
3,2017-01-02,2017-01-13,74,18,1
5,2017-01-04,2017-01-13,74,18,4
8,2017-01-02,2017-01-13,74,18,5
3,2017-01-12,2017-01-13,75,18,1
5,2017-01-12,2017-01-13,75,18,3
8,2017-01-12,2017-01-13,75,18,2
3,2017-01-02,2017-01-13,76,18,2
5,2017-01-04,2017-01-13,76,18,2
8,2017-01-04,2017-01-13,76,18,2
5,2017-01-08,2017-01-13,77,48,3
8,2017-01-07,2017-01-13,77,48,6
3,2017-01-09,2017-01-13,78,18,3
5,2017-01-06,2017-01-13,78,18,6
8,2017-01-07,2017-01-13,78,18,3
3,2017-01-06,2017-01-13,79,18,2
5,2017-01-09,2017-01-13,79,18,3
8,2017-01-07,2017-01-13,79,18,5
3,2017-01-07,2017-01-14,69,18,2
5,2016-12-31,2017-01-14,69,18,5
8,2017-01-01,2017-01-14,69,18,8
3,2017-01-09,2017-01-14,70,18,1
5,2017-01-10,2017-01-14,70,18,6
8,2017-01-08,2017-01-14,70,18,6
3,2017-01-13,2017-01-14,71,18,1
5,2017-01-13,2017-01-14,71,18,6
8,2017-01-13,2017-01-14,71,18,8
3,2017-01-08,2017-01-14,72,48,3
5,2017-01-09,2017-01-14,72,48,1
8,2017-01-08,2017-01-14,72,48,1
3,2017-01-13,2017-01-14,73,18,1
5,2017-01-13,2017-01-14,73,18,6
8,2017-01-13,2017-01-14,73,18,4
3,2017-01-06,2017-01-14,74,18,1
5,2017-01-05,2017-01-14,74,18,1
8,2017-01-06,2017-01-14,74,18,2
3,2017-01-13,2017-01-14,75,18,2
5,2017-01-13,2017-01-14,75,18,3
8,2017-01-13,2017-01-14,75,18,2
3,2017-01-06,2017-01-14,76,18,2
5,2016-12-31,2017-01-14,76,18,1
8,2017-01-05,2017-01-14,76,18,4
3,2017-01-07,2017-01-14,77,48,1
5,2017-01-08,2017-01-14,77,48,7
8,2017-01-10,2017-01-14,77,48,3
3,2017-01-10,2017-01-14,78,18,2
5,2017-01-09,2017-01-14,78,18,4
8,2017-01-07,2017-01-14,78,18,6
3,2017-01-07,2017-01-14,79,18,1
5,2017-01-09,2017-01-14,79,18,4
8,2017-01-09,2017-01-14,79,18,7
3,2017-01-07,2017-01-15,69,18,4
5,2017-01-07,2017-01-15,69,18,4
8,2017-01-01,2017-01-15,69,18,4
3,2017-01-11,2017-01-15,70,18,5
5,2017-01-11,2017-01-15,70,18,2
8,2017-01-09,2017-01-15,70,18,4
3,2017-01-14,2017-01-15,71,18,1
5,2017-01-14,2017-01-15,71,18,2
8,2017-01-14,2017-01-15,71,18,5
3,2017-01-11,2017-01-15,72,48,3
5,2017-01-11,2017-01-15,72,48,5
8,2017-01-09,2017-01-15,72,48,4
3,2017-01-14,2017-01-15,73,18,3
5,2017-01-14,2017-01-15,73,18,3
8,2017-01-14,2017-01-15,73,18,4
3,2017-01-02,2017-01-15,74,18,3
5,2017-01-02,2017-01-15,74,18,1
8,2017-01-02,2017-01-15,74,18,4
3,2017-01-14,2017-01-15,75,18,2
5,2017-01-14,2017-01-15,75,18,1
8,2017-01-14,2017-01-15,75,18,2
3,2017-01-03,2017-01-15,76,18,7
5,2017-01-06,2017-01-15,76,18,2
8,2017-01-05,2017-01-15,76,18,1
3,2017-01-09,2017-01-15,77,48,4
5,2017-01-11,2017-01-15,77,48,3
8,2017-01-08,2017-01-15,77,48,3
3,2017-01-08,2017-01-15,78,18,2
5,2017-01-08,2017-01-15,78,18,3
8,2017-01-09,2017-01-15,78,18,1
3,2017-01-08,2017-01-15,79,18,4
5,2017-01-09,2017-01-15,79,18,2
8,2017-01-08,2017-01-15,79,18,3
3,2017-01-04,2017-01-16,69,18,4
5,2017-01-06,2017-01-16,69,18,6
8,2017-01-07,2017-01-16,69,18,2
3,2017-01-11,2017-01-16,70,18,4
5,2017-01-09,2017-01-16,70,18,5
8,2017-01-10,2017-01-16,70,18,3
3,2017-01-15,2017-01-16,71,18,3
5,2017-01-15,2017-01-16,71,18,6
8,2017-01-15,2017-01-16,71,18,2
3,2017-01-09,2017-01-16,72,48,5
5,2017-01-12,2017-01-16,72,48,1
8,2017-01-11,2017-01-16,72,48,4
3,2017-01-15,2017-01-16,73,18,4
5,2017-01-15,2017-01-16,73,18,2
8,2017-01-15,2017-01-16,73,18,2
3,2017-01-09,2017-01-16,74,18,2
5,2017-01-07,2017-01-16,74,18,2
8,2017-01-07,2017-01-16,74,18,3
3,2017-01-15,2017-01-16,75,18,1
5,2017-01-15,2017-01-16,75,18,1
8,2017-01-15,2017-01-16,75,18,9
3,2017-01-09,2017-01-16,76,18,1
5,2017-01-07,2017-01-16,76,18,2
8,2017-01-06,2017-01-16,76,18,2
3,2017-01-10,2017-01-16,77,48,2
5,2017-01-10,2017-01-16,77,48,2
8,2017-01-11,2017-01-16,77,48,1
3,2017-01-09,2017-01-16,78,18,2
5,2017-01-10,2017-01-16,78,18,1
8,2017-01-09,2017-01-16,78,18,6
3,2017-01-10,2017-01-16,79,18,3
5,2017-01-09,2017-01-16,79,18,2
8,2017-01-10,2017-01-16,79,18,5
3,2017-01-05,2017-01-17,69,18,2
5,2017-01-08,2017-01-17,69,18,2
8,2017-01-10,2017-01-17,69,18,2
5,2017-01-13,2017-01-17,70,18,2
8,2017-01-12,2017-01-17,70,18,2
3,2017-01-16,2017-01-17,71,18,1
5,2017-01-16,2017-01-17,71,18,5
8,2017-01-16,2017-01-17,71,18,7
3,2017-01-10,2017-01-17,72,48,2
8,2017-01-12,2017-01-17,72,48,5
3,2017-01-16,2017-01-17,73,18,2
5,2017-01-16,2017-01-17,73,18,1
8,2017-01-16,2017-01-17,73,18,2
3,2017-01-08,2017-01-17,74,18,5
5,2017-01-10,2017-01-17,74,18,1
8,2017-01-10,2017-01-17,74,18,2
5,2017-01-16,2017-01-17,75,18,3
8,2017-01-16,2017-01-17,75,18,3
3,2017-01-06,2017-01-17,76,18,5
5,2017-01-03,2017-01-17,76,18,4
8,2017-01-03,2017-01-17,76,18,2
3,2017-01-11,2017-01-17,77,48,1
8,2017-01-10,2017-01-17,77,48,2
3,2017-01-11,2017-01-17,78,18,3
5,2017-01-11,2017-01-17,78,18,2
8,2017-01-13,2017-01-17,78,18,1
3,2017-01-13,2017-01-17,79,18,1
5,2017-01-11,2017-01-17,79,18,3
8,2017-01-11,2017-01-17,79,18,2
3,2017-01-08,2017-01-18,69,18,5
5,2017-01-06,2017-01-18,69,18,1
8,2017-01-09,2017-01-18,69,18,2
3,2017-01-12,2017-01-18,70,18,1
5,2017-01-11,2017-01-18,70,18,5
8,2017-01-12,2017-01-18,70,18,3
3,2017-01-17,2017-01-18,71,18,4
8,2017-01-17,2017-01-18,71,18,2
3,2017-01-11,2017-01-18,72,48,6
5,2017-01-12,2017-01-18,72,48,2
8,2017-01-13,2017-01-18,72,48,1
3,2017-01-17,2017-01-18,73,18,4
5,2017-01-17,2017-01-18,73,18,1
8,2017-01-17,2017-01-18,73,18,3
3,2017-01-09,2017-01-18,74,18,2
5,2017-01-11,2017-01-18,74,18,5
8,2017-01-08,2017-01-18,74,18,2
3,2017-01-17,2017-01-18,75,18,2
5,2017-01-17,2017-01-18,75,18,1
8,2017-01-17,2017-01-18,75,18,2
3,2017-01-09,2017-01-18,76,18,2
8,2017-01-09,2017-01-18,76,18,3
3,2017-01-12,2017-01-18,77,48,2
5,2017-01-13,2017-01-18,77,48,6
8,2017-01-11,2017-01-18,77,48,2
3,2017-01-14,2017-01-18,78,18,3
5,2017-01-13,2017-01-18,78,18,1
8,2017-01-14,2017-01-18,78,18,4
3,2017-01-12,2017-01-18,79,18,3
8,2017-01-12,2017-01-18,79,18,2
3,2017-01-11,2017-01-19,69,18,2
5,2017-01-07,2017-01-19,69,18,3
8,2017-01-05,2017-01-19,69,18,2
3,2017-01-15,2017-01-19,70,18,4
5,2017-01-12,2017-01-19,70,18,2
8,2017-01-15,2017-01-19,70,18,1
3,2017-01-18,2017-01-19,71,18,4
5,2017-01-18,2017-01-19,71,18,2
8,2017-01-18,2017-01-19,71,18,1
3,2017-01-15,2017-01-19,72,48,2
5,2017-01-13,2017-01-19,72,48,2
8,2017-01-15,2017-01-19,72,48,6
3,2017-01-18,2017-01-19,73,18,2
5,2017-01-18,2017-01-19,73,18,2
8,2017-01-18,2017-01-19,73,18,5
3,2017-01-08,2017-01-19,74,18,2
5,2017-01-05,2017-01-19,74,18,2
8,2017-01-11,2017-01-19,74,18,6
3,2017-01-18,2017-01-19,75,18,3
5,2017-01-18,2017-01-19,75,18,1
8,2017-01-18,2017-01-19,75,18,3
3,2017-01-10,2017-01-19,76,18,7
5,2017-01-12,2017-01-19,76,18,3
8,2017-01-07,2017-01-19,76,18,3
3,2017-01-15,2017-01-19,77,48,1
5,2017-01-15,2017-01-19,77,48,2
8,2017-01-15,2017-01-19,77,48,3
3,2017-01-12,2017-01-19,78,18,1
5,2017-01-14,2017-01-19,78,18,1
8,2017-01-15,2017-01-19,78,18,5
3,2017-01-13,2017-01-19,79,18,3
5,2017-01-12,2017-01-19,79,18,1
8,2017-01-15,2017-01-19,79,18,3
3,2017-01-10,2017-01-20,69,18,5
5,2017-01-12,2017-01-20,69,18,4
8,2017-01-12,2017-01-20,69,18,2
3,2017-01-14,2017-01-20,70,18,5
5,2017-01-16,2017-01-20,70,18,6
8,2017-01-15,2017-01-20,70,18,3
3,2017-01-19,2017-01-20,71,18,5
5,2017-01-19,2017-01-20,71,18,4
8,2017-01-19,2017-01-20,71,18,3
3,2017-01-15,2017-01-20,72,48,7
5,2017-01-16,2017-01-20,72,48,8
8,2017-01-15,2017-01-20,72,48,4
3,2017-01-19,2017-01-20,73,18,3
5,2017-01-19,2017-01-20,73,18,4
8,2017-01-19,2017-01-20,73,18,2
3,2017-01-07,2017-01-20,74,18,7
5,2017-01-09,2017-01-20,74,18,3
8,2017-01-13,2017-01-20,74,18,1
3,2017-01-19,2017-01-20,75,18,4
5,2017-01-19,2017-01-20,75,18,4
8,2017-01-19,2017-01-20,75,18,3
3,2017-01-12,2017-01-20,76,18,1
5,2017-01-07,2017-01-20,76,18,3
8,2017-01-13,2017-01-20,76,18,1
3,2017-01-14,2017-01-20,77,48,7
5,2017-01-13,2017-01-20,77,48,3
8,2017-01-15,2017-01-20,77,48,2
3,2017-01-15,2017-01-20,78,18,8
5,2017-01-15,2017-01-20,78,18,1
8,2017-01-13,2017-01-20,78,18,4
3,2017-01-16,2017-01-20,79,18,5
5,2017-01-16,2017-01-20,79,18,4
8,2017-01-13,2017-01-20,79,18,1
3,2017-01-11,2017-01-21,69,18,2
5,2017-01-07,2017-01-21,69,18,3
8,2017-01-12,2017-01-21,69,18,2
3,2017-01-14,2017-01-21,70,18,2
5,2017-01-15,2017-01-21,70,18,4
3,2017-01-20,2017-01-21,71,18,2
5,2017-01-20,2017-01-21,71,18,5
8,2017-01-20,2017-01-21,71,18,6
3,2017-01-17,2017-01-21,72,48,7
5,2017-01-16,2017-01-21,72,48,8
8,2017-01-15,2017-01-21,72,48,5
5,2017-01-20,2017-01-21,73,18,2
8,2017-01-20,2017-01-21,73,18,5
3,2017-01-14,2017-01-21,74,18,1
